City;State;Median Age;Male Population;Female Population;Total Population;Number of Veterans;Foreign-born;Average Household Size;State Code;Race;Count
Columbia;Maryland;37.9;52202;51265;103467;6526;23249;2.68;MD;Hispanic or Latino;8033
Miami Beach;Florida;42.5;48090;44221;92311;2265;49908;2.1;FL;Asian;2772
Stockton;California;32.5;150976;154674;305650;12822;79583;3.16;CA;Asian;76859
Salinas;California;30.4;77765;79621;157386;4020;58693;3.72;CA;Asian;11227
San Antonio;Texas;33.1;721405;748419;1469824;109089;208046;2.93;TX;White;1240092
O'Fallon;Missouri;36.0;41762;43270;85032;5783;3269;2.77;MO;Black or African-American;5136
Youngs;Ohio;37.5;30758;33851;64609;3620;1058;2.22;OH;American Indian and Alaska Native;875
Maple Grove;Minnesota;38.6;31780;36601;68381;2943;7645;2.64;MN;White;59683
Little Rock;Arkansas;36.6;96997;100989;197986;12343;16640;2.36;AR;American Indian and Alaska Native;961
Escondido;California;33.3;76551;74907;151458;8110;46298;3.27;CA;American Indian and Alaska Native;3151
Hayward;California;34.3;78152;80148;158300;4385;60970;3.32;CA;Hispanic or Latino;64880
Memphis;Tennessee;34.1;312237;343523;655760;31189;43318;2.55;TN;Asian;15778
Bk;California;37.0;50405;54909;105314;4048;32435;2.52;CA;Asian;14636
Tracy;California;35.5;43156;43937;87093;3025;25410;3.42;CA;American Indian and Alaska Native;2120
Newport News;Virginia;32.8;88385;94000;182385;18896;12589;2.46;VA;Black or African-American;79245
Champaign;Illinois;28.7;43326;42760;86086;3734;12261;2.25;IL;White;58099
Gresham;Oregon;36.7;53866;56716;110582;6326;17860;2.67;OR;American Indian and Alaska Native;2084
West Palm Beach;Florida;39.6;49262;57520;106782;4917;30675;2.53;FL;White;60648
Federal Way;Washington;36.4;49151;46037;95188;7135;18565;2.68;WA;American Indian and Alaska Native;2396
Ogden;Utah;31.3;44323;41127;85450;5080;12791;2.68;UT;White;74960
Gainesville;Florida;26.0;60803;69330;130133;4788;15272;2.33;FL;American Indian and Alaska Native;740
Decatur;Illinois;40.4;34646;38210;72856;5291;1224;2.23;IL;Hispanic or Latino;1709
Deltona;Florida;39.9;44853;43621;88474;5664;7098;2.89;FL;Black or African-American;12056
Flint;Michigan;35.3;48984;49313;98297;3757;2138;2.38;MI;Hispanic or Latino;2525
Waterloo;Iowa;37.2;34488;33969;68457;4800;5082;2.42;IA;Asian;1636
Flint;Michigan;35.3;48984;49313;98297;3757;2138;2.38;MI;Black or African-American;55137
Jersey City;New Jersey;34.3;131765;132512;264277;4374;109186;2.57;NJ;Hispanic or Latino;79718
Flint;Michigan;35.3;48984;49313;98297;3757;2138;2.38;MI;Asian;657
Tuscaloosa;Alabama;29.1;47293;51045;98338;3647;4706;2.67;AL;Hispanic or Latino;2475
Danbury;Connecticut;37.3;43435;41227;84662;3752;25675;2.74;CT;Hispanic or Latino;25145
Folsom;California;40.9;41051;35317;76368;4187;13234;2.62;CA;White;57435
Vancouver;Washington;37.2;82958;89895;172853;12391;21748;2.49;WA;Hispanic or Latino;23184
Rockford;Illinois;36.3;71076;78270;149346;8894;18323;2.52;IL;American Indian and Alaska Native;2301
Tulsa;Oklahoma;35.0;197437;205654;403091;24672;43751;2.37;OK;Hispanic or Latino;61217
Racine;Wisconsin;33.7;39314;38423;77737;4650;4403;2.56;WI;Asian;1175
El Cajon;California;32.7;54450;49238;103688;7103;31865;3.14;CA;Black or African-American;7534
Marysville;Washington;33.2;33436;33337;66773;5714;7721;2.79;WA;White;58894
Johns Creek;Georgia;39.0;40282;43057;83339;1983;29000;3.19;GA;Asian;24289
Homestead;Florida;31.4;31401;35099;66500;2287;24408;3.48;FL;White;48820
Omaha;Nebraska;34.2;218789;225098;443887;24503;48263;2.47;NE;Asian;19105
Albuquerque;New Mexico;36.0;273323;285808;559131;37443;58200;2.49;NM;White;411847
Tacoma;Washington;37.7;100914;107036;207950;19040;31863;2.48;WA;Black or African-American;30914
Pueblo;Colorado;37.6;55635;53784;109419;7989;3578;2.44;CO;Asian;2468
Overland Park;Kansas;38.2;93355;93156;186511;10461;21407;2.41;KS;White;161153
Plano;Texas;38.1;138565;145054;283619;11719;74030;2.65;TX;Hispanic or Latino;42959
Meridian;Idaho;38.0;43353;47400;90753;5640;8110;2.54;ID;Asian;2693
Hesperia;California;29.4;43588;49698;93286;3739;16667;3.52;CA;White;78718
Eugene;Oregon;33.4;79071;84377;163448;8896;14503;2.34;OR;Asian;11073
Jackson;Tennessee;35.3;30007;36973;66980;3529;2097;2.52;TN;American Indian and Alaska Native;564
Edinburg;Texas;29.3;39422;45079;84501;2409;16569;3.31;TX;Hispanic or Latino;74698
Largo;Florida;45.1;38166;42841;81007;8310;10489;2.28;FL;White;73502
Huntington Beach;California;41.6;99967;101960;201927;10454;35368;2.67;CA;Hispanic or Latino;42303
Indianapolis;Indiana;34.1;410615;437808;848423;42186;72456;2.53;IN;Hispanic or Latino;83426
El Cajon;California;32.7;54450;49238;103688;7103;31865;3.14;CA;American Indian and Alaska Native;1891
Saint Cloud;Minnesota;30.7;34311;33942;68253;5012;5757;2.41;MN;Black or African-American;6401
Lakewood;California;39.9;41523;40069;81592;4094;18274;3.13;CA;Hispanic or Latino;24987
Atascocita;Texas;32.8;37424;40816;78240;4416;8657;3.03;TX;Asian;2441
Boca Raton;Florida;47.3;44760;48466;93226;4367;21117;2.22;FL;White;80781
Mesquite;Texas;34.6;69240;75884;145124;6438;26755;2.96;TX;Asian;4496
Brockton;Massachusetts;35.2;46273;49041;95314;3036;27313;2.88;MA;American Indian and Alaska Native;881
Midland;Texas;32.1;66595;66355;132950;5753;17061;2.78;TX;White;115958
Elizabeth;New Jersey;34.2;65896;63116;129012;1131;63413;3.18;NJ;Black or African-American;29822
Alexandria;Virginia;36.6;74989;78522;153511;10635;44030;2.2;VA;Hispanic or Latino;25573
San Buenaventura;California;37.7;53932;55785;109717;5980;18025;2.68;CA;Hispanic or Latino;38463
Cary;North Carolina;39.9;78932;81582;160514;7426;30008;2.61;NC;Black or African-American;15496
Rio Rancho;New Mexico;38.3;47251;46904;94155;8527;5200;2.86;NM;White;73022
Palm Bay;Florida;40.7;51767;56128;107895;10942;12070;2.82;FL;Hispanic or Latino;16841
Las Vegas;Nevada;37.5;310568;313201;623769;42397;127609;2.79;NV;American Indian and Alaska Native;8456
Sioux Falls;South Dakota;34.6;86596;84934;171530;8658;12934;2.38;SD;Black or African-American;10904
Dayton;Ohio;32.8;66631;73966;140597;8465;7381;2.26;OH;Asian;1885
Chicago;Illinois;34.2;1320015;1400541;2720556;72042;573463;2.53;IL;Black or African-American;873316
Anaheim;California;33.6;179603;171135;350738;9796;137133;3.45;CA;Black or African-American;9775
Charleston;South Carolina;35.0;63956;71568;135524;9368;5767;2.4;SC;Hispanic or Latino;3929
Gulfport;Mississippi;35.1;33108;38764;71872;6646;3072;2.54;MS;Black or African-American;27799
Charleston;South Carolina;35.0;63956;71568;135524;9368;5767;2.4;SC;White;104016
Westminster;California;42.9;45538;46573;92111;3435;42227;3.27;CA;White;37593
Redondo Beach;California;43.0;34855;33330;68185;3014;13536;2.34;CA;Black or African-American;2234
Concord;California;39.6;62310;66358;128668;6287;37428;2.72;CA;White;92575
Gastonia;North Carolina;36.9;35527;39023;74550;3537;5715;2.67;NC;Black or African-American;22179
Eagan;Minnesota;36.8;31587;34701;66288;2699;8642;2.49;MN;Hispanic or Latino;4328
Roanoke;Virginia;36.9;47252;52645;99897;6567;7346;2.35;VA;American Indian and Alaska Native;594
Duluth;Minnesota;34.7;41271;44855;86126;5015;2258;2.25;MN;Asian;1721
Redlands;California;36.2;33993;37035;71028;3445;8681;2.82;CA;Black or African-American;6973
Ellicott City;Maryland;42.4;34406;36526;70932;3856;17587;2.73;MD;American Indian and Alaska Native;396
Wyoming;Michigan;32.8;35967;39310;75277;3447;8612;2.65;MI;White;58989
Ames;Iowa;23.0;33814;31238;65052;2265;8606;2.16;IA;White;56157
Warner Robins;Georgia;31.4;35093;38909;74002;6974;3210;2.5;GA;White;42306
Chico;California;29.9;46168;44168;90336;4519;8425;2.5;CA;Hispanic or Latino;15578
Fort Collins;Colorado;29.6;80893;80288;161181;8425;9704;2.45;CO;White;150568
Sioux City;Iowa;34.3;38827;43949;82776;4093;7471;2.57;IA;American Indian and Alaska Native;1956
Simi Valley;California;39.0;63243;63523;126766;6063;23260;3.13;CA;American Indian and Alaska Native;2474
New Bedford;Massachusetts;38.6;43793;51166;94959;4185;19024;2.39;MA;White;63938
Topeka;Kansas;37.1;60879;66378;127257;9608;6711;2.32;KS;Black or African-American;15030
Longmont;Colorado;36.8;43941;48280;92221;4925;10424;2.63;CO;White;85853
Saint Joseph;Missouri;35.7;37688;38408;76096;5846;3755;2.58;MO;White;68293
Pasco;Washington;28.6;35298;32799;68097;2052;16265;3.45;WA;Asian;2215
Davenport;Iowa;35.2;50123;52454;102577;7090;4065;2.39;IA;White;88145
Union City;New Jersey;35.4;35376;33773;69149;705;40553;2.85;NJ;Asian;4044
Largo;Florida;45.1;38166;42841;81007;8310;10489;2.28;FL;Black or African-American;5860
Fontana;California;29.5;100644;106828;207472;4076;61448;4.15;CA;American Indian and Alaska Native;2656
Austin;Texas;32.7;475718;456122;931840;37414;181686;2.5;TX;White;708171
Racine;Wisconsin;33.7;39314;38423;77737;4650;4403;2.56;WI;White;52445
Concord;California;39.6;62310;66358;128668;6287;37428;2.72;CA;Asian;17453
Santa Maria;California;30.1;53320;51762;105082;2876;39192;3.83;CA;American Indian and Alaska Native;1575
Wichita Falls;Texas;34.0;55775;48934;104709;7800;9855;2.41;TX;Hispanic or Latino;23061
Sparks;Nevada;36.1;47780;48318;96098;7315;15690;2.63;NV;Black or African-American;4226
San Buenaventura;California;37.7;53932;55785;109717;5980;18025;2.68;CA;Asian;6547
Cedar Rapids;Iowa;36.2;63109;67296;130405;7823;5404;2.32;IA;White;116851
Palm Coast;Florida;48.8;39489;42632;82121;7950;9084;2.76;FL;Asian;2479
Highlands Ranch;Colorado;39.6;49186;53281;102467;4840;8827;2.72;CO;Asian;5650
Hialeah;Florida;43.0;111530;125552;237082;1844;170148;3.31;FL;White;219991
Spring Valley;Nevada;37.0;96808;97147;193955;10644;61072;2.79;NV;Hispanic or Latino;40374
Scottsdale;Arizona;46.9;115712;121132;236844;16798;27207;2.17;AZ;Hispanic or Latino;24766
Tustin;California;33.4;39511;41052;80563;2434;25034;3.27;CA;Asian;16074
Fresno;California;30.0;256130;263942;520072;18410;103453;3.12;CA;White;325651
Tustin;California;33.4;39511;41052;80563;2434;25034;3.27;CA;American Indian and Alaska Native;538
Clifton;New Jersey;38.5;41932;44409;86341;2603;27979;3.11;NJ;Black or African-American;8743
Kent;Washington;33.4;61825;65137;126962;7985;38175;3.06;WA;Asian;26168
Roanoke;Virginia;36.9;47252;52645;99897;6567;7346;2.35;VA;White;68761
New Bedford;Massachusetts;38.6;43793;51166;94959;4185;19024;2.39;MA;Hispanic or Latino;18336
Broomfield;Colorado;36.8;31755;33310;65065;3966;5316;2.53;CO;American Indian and Alaska Native;601
Fort Smith;Arkansas;34.9;43346;44849;88195;3408;13177;2.44;AR;Black or African-American;9851
Pomona;California;32.1;74945;78307;153252;3251;53879;3.63;CA;Black or African-American;10774
San Bernardino;California;28.5;108671;107466;216137;7741;55135;3.55;CA;Asian;12981
Glendale;California;42.1;98181;102844;201025;4448;111510;2.69;CA;Black or African-American;4619
Bellingham;Washington;30.7;41286;43857;85143;4703;8713;2.44;WA;Asian;8010
San Francisco;California;38.3;439752;425064;864816;26276;297199;2.37;CA;Hispanic or Latino;132114
Carmichael;California;41.0;29281;33934;63215;4225;7378;2.39;CA;White;55862
Greeley;Colorado;31.0;50792;50091;100883;4294;11480;2.75;CO;Asian;2202
Philadelphia;Pennsylvania;34.1;741270;826172;1567442;61995;205339;2.61;PA;Black or African-American;691186
San Clemente;California;45.2;34076;31456;65532;3970;8109;2.64;CA;Asian;4296
Pittsburgh;Pennsylvania;32.9;149690;154695;304385;17728;28187;2.13;PA;Asian;21227
Orange;California;35.0;67337;73658;140995;3993;34550;3.14;CA;Asian;22457
Beaverton;Oregon;35.6;47325;49252;96577;4645;18933;2.46;OR;Asian;10538
Waukesha;Wisconsin;35.8;36263;35713;71976;3116;4982;2.35;WI;Hispanic or Latino;9713
Pueblo;Colorado;37.6;55635;53784;109419;7989;3578;2.44;CO;White;86097
Wichita;Kansas;34.6;192354;197601;389955;23978;40270;2.56;KS;Asian;25210
The Villages;Florida;70.5;;;72590;15231;4034;;FL;Hispanic or Latino;1066
Longview;Texas;36.8;40065;41525;81590;5512;8782;2.55;TX;Black or African-American;19904
Bismarck;North Dakota;38.0;34675;35565;70240;4145;2064;2.11;ND;Asian;930
Upland;California;39.7;36226;40221;76447;2898;16552;2.77;CA;Black or African-American;5717
Phoenix;Arizona;33.8;786833;776168;1563001;72388;300702;2.89;AZ;Hispanic or Latino;669914
Milwaukee;Wisconsin;31.6;286315;313839;600154;20615;58321;2.51;WI;White;297038
Daly City;California;39.7;53817;52757;106574;3782;56640;3.26;CA;White;25522
Memphis;Tennessee;34.1;312237;343523;655760;31189;43318;2.55;TN;White;202961
South San Francisco;California;39.4;34177;33094;67271;1839;27528;3.33;CA;Black or African-American;2327
Santa Monica;California;40.6;46732;46487;93219;2008;24448;2.0;CA;Hispanic or Latino;14973
Independence;Missouri;38.6;54348;62907;117255;10220;4911;2.33;MO;Black or African-American;10394
Costa Mesa;California;34.8;59097;54089;113186;4095;26645;2.59;CA;Black or African-American;2925
Kennewick;Washington;32.0;38492;40411;78903;5158;8376;2.78;WA;American Indian and Alaska Native;1101
Homestead;Florida;31.4;31401;35099;66500;2287;24408;3.48;FL;Hispanic or Latino;41910
Antioch;California;34.0;54733;55809;110542;5681;24942;3.31;CA;Hispanic or Latino;35563
Albuquerque;New Mexico;36.0;273323;285808;559131;37443;58200;2.49;NM;Asian;25140
Eugene;Oregon;33.4;79071;84377;163448;8896;14503;2.34;OR;Hispanic or Latino;17356
North Charleston;South Carolina;30.7;56549;55315;111864;9651;8789;2.82;SC;Hispanic or Latino;12975
Mesquite;Texas;34.6;69240;75884;145124;6438;26755;2.96;TX;Black or African-American;37339
Yorba Linda;California;45.5;31960;36006;67966;3171;15532;3.0;CA;Asian;17616
Melbourne;Florida;43.4;39180;40956;80136;8363;9685;2.37;FL;American Indian and Alaska Native;251
Grand Prairie;Texas;33.1;90811;96944;187755;7073;44888;3.18;TX;Asian;11446
Jackson;Tennessee;35.3;30007;36973;66980;3529;2097;2.52;TN;Asian;1171
Lubbock;Texas;29.2;122320;126731;249051;10588;14226;2.61;TX;American Indian and Alaska Native;7627
Cranston;Rhode Island;39.9;38365;42712;81077;4702;10631;2.56;RI;White;64806
North Las Vegas;Nevada;32.2;116350;118443;234793;17256;49815;3.31;NV;Black or African-American;54093
Amarillo;Texas;33.8;99391;100260;199651;11008;21124;2.64;TX;Asian;8563
Baton Rouge;Louisiana;31.2;111492;117104;228596;10633;12268;2.52;LA;American Indian and Alaska Native;1119
Lexington-Fayette  county;Kentucky;34.4;154032;160456;314488;16661;28613;2.34;KY;Hispanic or Latino;21766
Longview;Texas;36.8;40065;41525;81590;5512;8782;2.55;TX;White;60997
Hollywood;Florida;41.4;75358;74363;149721;6056;55158;2.65;FL;White;107916
Berkeley;California;32.5;60142;60829;120971;3736;25000;2.35;CA;Black or African-American;11255
Chesapeake;Virginia;36.7;114964;120465;235429;29772;13966;2.73;VA;Black or African-American;73850
Santa Rosa;California;37.9;86840;88149;174989;9101;33015;2.7;CA;Hispanic or Latino;54578
Saint George;Utah;37.3;38732;41475;80207;4443;4824;2.81;UT;Asian;1649
Richmond;Virginia;33.6;104793;115496;220289;12538;15741;2.29;VA;Black or African-American;109722
Turlock;California;36.2;33190;39103;72293;3397;14686;2.76;CA;Hispanic or Latino;23559
Richmond;Virginia;33.6;104793;115496;220289;12538;15741;2.29;VA;American Indian and Alaska Native;4902
Redondo Beach;California;43.0;34855;33330;68185;3014;13536;2.34;CA;American Indian and Alaska Native;1007
Paterson;New Jersey;34.0;70640;77117;147757;1694;49810;3.37;NJ;Asian;9653
Walnut Creek;California;47.6;31994;36912;68906;4977;13624;2.22;CA;Black or African-American;1705
Sacramento;California;33.7;237724;252991;490715;19698;112579;2.73;CA;White;268151
Mission;Texas;32.9;40530;42777;83307;2383;22608;3.51;TX;White;77985
Detroit;Michigan;34.8;319265;357859;677124;29511;39861;2.6;MI;Black or African-American;545988
Livonia;Michigan;47.4;45369;49264;94633;5397;7175;2.52;MI;Asian;2719
Saint Charles;Missouri;34.9;32054;36747;68801;4371;5274;2.33;MO;Hispanic or Latino;4070
Cheektowaga;New York;40.7;37476;38599;76075;5408;3532;2.3;NY;White;63541
Vancouver;Washington;37.2;82958;89895;172853;12391;21748;2.49;WA;Asian;10882
Harlingen;Texas;30.1;32404;33365;65769;2761;10391;3.0;TX;Asian;2166
Fullerton;California;34.5;69549;71300;140849;5394;43404;2.97;CA;White;92216
Silver Spring;Maryland;33.8;40601;41862;82463;1562;30908;2.6;MD;Hispanic or Latino;25924
Alhambra;California;41.0;42184;43388;85572;1673;44441;2.89;CA;American Indian and Alaska Native;687
Youngs;Ohio;37.5;30758;33851;64609;3620;1058;2.22;OH;Asian;247
High Point;North Carolina;35.5;51751;58077;109828;5204;16315;2.65;NC;Asian;11060
Lynn;Massachusetts;34.8;44598;47861;92459;3093;29899;2.81;MA;American Indian and Alaska Native;1176
Independence;Missouri;38.6;54348;62907;117255;10220;4911;2.33;MO;Hispanic or Latino;12236
Philadelphia;Pennsylvania;34.1;741270;826172;1567442;61995;205339;2.61;PA;Asian;122721
Brentwood;New York;34.2;31395;32397;63792;1492;27058;4.98;NY;American Indian and Alaska Native;4242
Alameda;California;41.4;37747;40867;78614;4504;18841;2.52;CA;American Indian and Alaska Native;1329
Wichita;Kansas;34.6;192354;197601;389955;23978;40270;2.56;KS;American Indian and Alaska Native;8791
Riverside;California;31.4;160613;161810;322423;12373;69584;3.34;CA;American Indian and Alaska Native;5338
Gilbert;Arizona;33.2;116711;130812;247523;10817;24531;3.2;AZ;Black or African-American;9076
Allen;Pennsylvania;33.5;60626;59581;120207;5691;19652;2.67;PA;Black or African-American;22304
Kalamazoo;Michigan;26.4;37175;38865;76040;3048;3482;2.36;MI;Black or African-American;19194
Dothan;Alabama;38.9;32172;35364;67536;6334;1699;2.59;AL;Black or African-American;23243
Bolingbrook;Illinois;33.7;36295;35801;72096;2951;15212;3.42;IL;American Indian and Alaska Native;323
Las Cruces;New Mexico;32.7;47835;53809;101644;9421;11888;2.58;NM;American Indian and Alaska Native;2368
Hammond;Indiana;36.0;38923;38687;77610;4144;9224;2.61;IN;American Indian and Alaska Native;1509
Lakewood;Colorado;37.7;76013;76576;152589;9988;14169;2.29;CO;Hispanic or Latino;33630
Des Moines;Iowa;34.5;103726;106591;210317;11780;23857;2.41;IA;Hispanic or Latino;25306
Cary;North Carolina;39.9;78932;81582;160514;7426;30008;2.61;NC;White;119814
Flint;Michigan;35.3;48984;49313;98297;3757;2138;2.38;MI;White;44786
Everett;Washington;37.0;56212;51800;108012;7880;19499;2.36;WA;White;88395
Saint Louis;Missouri;35.0;153026;162659;315685;17060;21802;2.16;MO;White;155574
New Haven;Connecticut;29.9;63765;66545;130310;2567;25871;2.48;CT;American Indian and Alaska Native;2205
Gainesville;Florida;26.0;60803;69330;130133;4788;15272;2.33;FL;Hispanic or Latino;12208
El Paso;Texas;33.1;332797;348339;681136;47693;159709;3.03;TX;White;587683
Framingham;Massachusetts;40.3;35442;35768;71210;2625;19070;2.49;MA;Black or African-American;6944
Rockford;Illinois;36.3;71076;78270;149346;8894;18323;2.52;IL;Black or African-American;33122
Hollywood;Florida;41.4;75358;74363;149721;6056;55158;2.65;FL;Asian;4696
Saint Petersburg;Florida;41.8;123524;133564;257088;20247;28567;2.42;FL;White;179121
Champaign;Illinois;28.7;43326;42760;86086;3734;12261;2.25;IL;Hispanic or Latino;4015
